target,Age,No_Pol,Gender,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,PSD_month,PSD_day,PSD_year,PSD_quarter,PSD_dayofweek,PSD_weekend,PED_month,PED_day,PED_year,PED_quarter,PED_dayofweek,PED_weekend,Pol_Duration,max_Age,max_No_Pol,max_PSD_month,max_PSD_day,max_PSD_year,max_PSD_quarter,max_PSD_dayofweek,max_PSD_weekend,max_PED_month,max_PED_day,max_PED_year,max_PED_quarter,max_PED_dayofweek,max_PED_weekend,max_Pol_Duration,min_Age,min_No_Pol,min_PSD_month,min_PSD_day,min_PSD_year,min_PSD_quarter,min_PSD_dayofweek,min_PSD_weekend,min_PED_month,min_PED_day,min_PED_year,min_PED_quarter,min_PED_dayofweek,min_PED_weekend,min_Pol_Duration,Age_Bin
0,43,1,4,7,19,50,68,41,1,9,26,2010,3,6,1,9,25,2011,3,6,1,8736,120,1,11,26,2010,4,6,1,9,25,2011,3,6,1,8736,36,1,1,5,2010,1,1,0,1,3,2011,1,1,0,2160,3
0,50,1,4,7,4,68,168,41,5,2,13,2010,1,5,1,2,12,2011,1,5,1,8736,50,1,3,20,2010,1,5,1,3,19,2011,1,5,1,8736,1,1,2,6,2010,1,5,1,2,5,2011,1,5,1,8736,4
0,37,1,4,3,18,43,9,31,1,1,8,2010,1,4,0,1,8,2011,1,5,1,8760,37,1,1,8,2010,1,4,0,1,8,2011,1,5,1,8760,37,1,1,8,2010,1,4,0,1,8,2011,1,5,1,8760,3
0,41,1,4,7,7,68,68,41,5,11,19,2010,4,4,0,11,18,2011,4,4,0,8736,66,1,12,30,2010,4,6,1,12,29,2011,4,6,1,8736,1,1,5,6,2010,2,0,0,5,5,2011,2,0,0,8712,3
0,120,1,4,1,34,68,68,41,0,12,24,2010,4,4,0,6,23,2011,2,3,0,4344,120,4,12,30,2010,4,6,1,12,29,2012,4,6,1,17496,20,1,1,1,2010,1,0,0,1,1,2011,1,0,0,3984,6
0,120,2,4,3,4,28,131,41,1,4,1,2010,2,3,0,12,31,2010,4,4,0,6576,120,3,7,25,2010,3,4,0,12,31,2011,4,4,0,8736,40,1,3,1,2010,1,0,0,3,11,2010,1,0,0,6576,6
0,39,1,2,3,4,53,68,41,5,2,3,2010,1,2,0,2,2,2011,1,2,0,8736,39,1,2,3,2010,1,6,1,2,2,2011,1,6,1,8736,31,1,1,3,2010,1,2,0,1,2,2011,1,2,0,8736,3
0,40,1,4,7,4,68,68,41,5,10,16,2010,4,5,1,10,15,2011,4,5,1,8736,144,4,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8712,3
0,57,1,4,7,4,68,68,41,5,1,20,2010,1,2,0,1,19,2011,1,2,0,8736,144,4,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8712,4
0,50,2,4,3,4,50,96,41,1,11,25,2010,4,3,0,11,24,2011,4,3,0,8736,75,2,12,30,2010,4,5,1,12,29,2011,4,5,1,8736,36,1,4,7,2010,2,0,0,4,6,2011,2,0,0,8736,4
0,34,1,2,7,19,68,187,48,1,5,10,2010,2,0,0,5,9,2011,2,0,0,8736,35,1,12,28,2010,4,4,0,12,27,2011,4,4,0,8736,31,1,5,3,2010,2,0,0,5,2,2011,2,0,0,8736,3
0,41,1,2,7,4,68,96,41,5,3,27,2010,1,5,1,3,26,2011,1,5,1,8736,78,2,11,28,2010,4,6,1,11,31,2011,4,6,1,8760,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8712,3
0,37,1,4,7,4,71,68,41,5,6,17,2010,2,3,0,6,16,2011,2,3,0,8736,49,1,7,30,2010,3,6,1,7,29,2011,3,6,1,8736,37,1,1,5,2010,1,3,0,1,4,2011,1,3,0,8712,3
0,53,1,4,7,4,68,94,45,1,7,10,2010,3,5,1,7,9,2011,3,5,1,8736,53,2,7,24,2010,3,5,1,7,23,2011,3,5,1,8736,43,1,4,10,2010,2,5,1,4,9,2011,2,5,1,8736,4
0,40,1,4,7,4,68,68,41,5,2,21,2010,1,6,1,2,20,2011,1,6,1,8736,144,4,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8712,3
0,45,2,4,7,4,68,132,41,1,9,9,2010,3,3,0,4,29,2011,2,4,0,5568,85,4,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,3,1,1,1,2010,1,0,0,1,1,2011,1,0,0,2184,3
0,34,1,4,7,4,7,68,41,1,6,13,2010,2,6,1,6,12,2011,2,6,1,8736,38,1,6,13,2010,2,6,1,6,12,2011,2,6,1,8736,34,1,3,7,2010,1,6,1,3,6,2011,1,6,1,8736,3
0,30,1,4,7,4,68,68,41,5,9,2,2010,3,3,0,9,1,2011,3,3,0,8736,144,4,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8712,2
0,61,2,2,7,4,68,68,41,5,4,26,2010,2,0,0,4,25,2011,2,0,0,8736,75,3,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,0,1,1,1,2010,1,0,0,1,1,2010,1,0,0,8712,5
0,37,2,4,3,9,68,132,41,1,1,25,2010,1,0,0,1,24,2011,1,0,0,8736,37,2,1,25,2010,1,0,0,1,24,2011,1,0,0,8736,37,2,1,25,2010,1,0,0,1,24,2011,1,0,0,8736,3
0,50,2,4,7,33,68,23,41,1,11,13,2010,4,5,1,9,21,2011,3,2,0,7488,50,2,12,13,2010,4,5,1,12,21,2011,4,4,0,8736,31,1,2,8,2010,1,0,0,2,7,2011,1,0,0,7488,4
0,84,2,4,7,4,68,176,4,1,7,31,2010,3,5,1,7,30,2011,3,5,1,8736,84,2,7,31,2010,3,5,1,7,30,2011,3,5,1,8736,84,2,7,31,2010,3,5,1,7,30,2011,3,5,1,8736,5
1,35,1,4,1,34,22,68,41,0,3,19,2010,1,4,0,3,18,2011,1,4,0,8736,35,1,3,19,2010,1,4,0,3,18,2011,1,4,0,8736,35,1,3,19,2010,1,4,0,3,18,2011,1,4,0,8736,3
0,29,1,2,3,4,68,68,41,1,5,22,2010,2,5,1,5,21,2011,2,5,1,8736,5939,4,12,31,2010,4,6,1,12,31,2011,4,6,1,9144,0,1,1,1,2010,1,0,0,1,1,2011,1,0,0,2184,2
0,54,1,2,7,33,68,68,41,1,6,25,2010,2,4,0,6,24,2011,2,4,0,8736,81,3,11,29,2010,4,6,1,11,28,2011,4,6,1,8736,0,1,1,2,2010,1,0,0,1,1,2011,1,0,0,1608,4
0,39,3,4,5,4,50,18,21,8,4,18,2010,2,6,1,4,17,2011,2,6,1,8736,39,3,4,18,2010,2,6,1,4,17,2011,2,6,1,8736,39,3,4,18,2010,2,6,1,4,17,2011,2,6,1,8736,3
0,37,1,4,7,33,68,68,41,1,9,30,2010,3,3,0,9,29,2011,3,3,0,8736,80,3,12,31,2010,4,6,1,12,30,2011,4,6,1,8784,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,2136,3
0,34,1,4,7,4,68,96,41,1,6,7,2010,2,0,0,6,6,2011,2,0,0,8736,83,3,12,31,2010,4,6,1,12,30,2011,4,6,1,8904,1,1,1,2,2010,1,0,0,1,1,2011,1,0,0,1032,3
0,53,1,4,7,4,68,187,48,1,5,23,2010,2,6,1,5,22,2011,2,6,1,8736,86,3,12,29,2010,4,6,1,12,29,2011,4,6,1,8856,31,1,1,4,2010,1,0,0,1,1,2011,1,0,0,6912,4
0,1,1,2,7,33,68,68,41,1,2,13,2010,1,5,1,2,12,2011,1,5,1,8736,81,3,11,29,2010,4,6,1,11,28,2011,4,6,1,8736,0,1,1,2,2010,1,0,0,1,1,2011,1,0,0,1608,1
0,41,1,4,7,4,43,117,35,5,11,26,2010,4,4,0,11,25,2011,4,4,0,8736,41,1,11,26,2010,4,4,0,11,25,2011,4,4,0,8736,31,1,11,26,2010,4,4,0,11,25,2011,4,4,0,8736,3
0,43,2,4,3,21,50,187,48,1,4,30,2010,2,4,0,4,29,2011,2,4,0,8736,43,2,4,30,2010,2,4,0,4,29,2011,2,4,0,8736,43,2,4,30,2010,2,4,0,4,29,2011,2,4,0,8736,3
0,12,2,4,3,4,28,68,41,6,7,31,2010,3,5,1,7,30,2011,3,5,1,8736,120,4,12,31,2010,4,6,1,7,30,2011,3,6,1,8736,12,1,1,6,2010,1,0,0,1,4,2011,1,0,0,1440,1
0,46,1,2,3,33,68,187,48,1,9,27,2010,3,0,0,9,26,2011,3,0,0,8736,46,1,9,27,2010,3,0,0,9,26,2011,3,0,0,8736,46,1,9,27,2010,3,0,0,9,26,2011,3,0,0,8736,4
0,20,1,4,11,7,50,68,41,0,7,4,2010,3,6,1,7,3,2011,3,6,1,8736,29,1,7,13,2010,3,6,1,7,11,2011,3,6,1,8736,20,1,5,4,2010,2,3,0,1,3,2011,1,1,0,5832,2
0,28,1,4,7,33,68,68,41,1,4,11,2010,2,6,1,3,10,2011,1,3,0,7992,80,3,12,31,2010,4,6,1,12,30,2011,4,6,1,8784,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,2136,2
0,43,1,4,7,4,68,68,41,1,9,16,2010,3,3,0,4,21,2011,2,3,0,5208,120,5,12,31,2010,4,6,1,12,31,2011,4,6,1,8952,1,1,1,1,2010,1,0,0,1,1,2010,1,0,0,960,3
0,31,1,4,7,7,68,96,41,1,4,10,2010,2,5,1,3,28,2011,1,0,0,8448,61,3,12,30,2010,4,6,1,12,29,2011,4,6,1,8736,10,1,1,2,2010,1,0,0,1,1,2011,1,0,0,6528,3
1,37,1,4,7,4,68,22,41,1,4,30,2010,2,4,0,3,1,2011,1,1,0,7320,69,3,11,30,2010,4,5,1,11,27,2011,4,5,1,8736,27,1,2,4,2010,1,1,0,1,1,2011,1,0,0,4320,3
0,43,2,4,7,4,55,114,49,1,12,10,2010,4,4,0,12,2,2011,4,4,0,8568,43,2,12,10,2010,4,4,0,12,2,2011,4,4,0,8568,43,2,12,10,2010,4,4,0,12,2,2011,4,4,0,8568,3
0,37,1,4,7,18,68,68,41,1,9,11,2010,3,5,1,9,10,2011,3,5,1,8736,74,4,12,31,2010,4,6,1,11,31,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,2424,3
0,51,1,4,7,21,68,68,41,5,3,14,2010,1,6,1,3,13,2011,1,6,1,8736,51,1,11,29,2010,4,6,1,11,28,2011,4,6,1,8736,1,1,2,6,2010,1,0,0,2,5,2011,1,0,0,8712,4
0,44,2,4,7,4,31,9,31,1,1,11,2010,1,0,0,1,10,2011,1,0,0,8736,44,2,12,17,2010,4,6,1,12,17,2011,4,5,1,8760,7,1,1,11,2010,1,0,0,1,10,2011,1,0,0,8736,3
0,51,1,4,7,4,40,148,48,1,1,27,2010,1,2,0,1,26,2011,1,2,0,8736,51,1,1,27,2010,1,2,0,1,26,2011,1,2,0,8736,51,1,1,27,2010,1,2,0,1,26,2011,1,2,0,8736,4
0,33,1,4,7,4,68,180,50,1,11,16,2010,4,1,0,11,15,2011,4,1,0,8736,71,3,12,30,2010,4,5,1,12,29,2011,4,5,1,8736,33,1,1,2,2010,1,0,0,1,1,2011,1,1,0,4320,3
0,50,1,2,7,33,31,68,41,1,9,4,2010,3,5,1,9,3,2011,3,5,1,8736,50,1,9,4,2010,3,5,1,9,3,2011,3,5,1,8736,40,1,1,4,2010,1,0,0,1,3,2011,1,0,0,8736,4
0,34,1,2,3,4,31,82,41,2,3,24,2010,1,2,0,3,23,2011,1,2,0,8736,34,1,3,24,2010,1,2,0,3,23,2011,1,2,0,8736,34,1,3,24,2010,1,2,0,3,23,2011,1,2,0,8736,3
0,120,1,4,11,7,35,68,41,0,7,2,2010,3,4,0,12,31,2010,4,4,0,4368,120,1,12,30,2010,4,6,1,12,31,2011,4,6,1,8736,5,1,2,2,2010,1,0,0,2,1,2010,1,0,0,2088,6
1,40,1,4,7,4,68,68,41,2,4,5,2010,2,0,0,4,4,2011,2,0,0,8736,54,2,12,30,2010,4,6,1,12,29,2011,4,6,1,8736,24,1,3,4,2010,1,0,0,2,2,2011,1,0,0,2904,3
0,34,1,4,3,4,23,68,41,1,2,5,2010,1,4,0,2,4,2011,1,4,0,8736,120,2,9,20,2010,3,4,0,8,20,2011,3,6,1,8736,34,1,2,5,2010,1,0,0,2,4,2011,1,4,0,4344,3
0,45,1,4,1,34,71,68,41,0,2,1,2010,1,0,0,1,31,2011,1,0,0,8736,45,1,2,1,2010,1,0,0,1,31,2011,1,0,0,8736,45,1,2,1,2010,1,0,0,1,31,2011,1,0,0,8736,3
0,31,1,4,7,19,68,68,41,1,11,21,2010,4,6,1,11,20,2011,4,6,1,8736,120,4,12,31,2010,4,6,1,12,31,2011,4,6,1,8760,1,1,1,1,2010,1,0,0,1,1,2010,1,0,0,384,3
1,58,1,4,7,7,68,68,41,1,5,3,2010,2,0,0,1,3,2011,1,0,0,5880,120,3,12,31,2010,4,6,1,12,30,2011,4,6,1,8736,20,1,1,2,2010,1,0,0,1,1,2011,1,0,0,2880,4
0,43,2,4,7,4,68,94,45,1,4,24,2010,2,5,1,4,23,2011,2,5,1,8736,53,2,7,24,2010,3,5,1,7,23,2011,3,5,1,8736,43,1,4,10,2010,2,5,1,4,9,2011,2,5,1,8736,3
1,39,1,4,7,4,68,180,50,2,11,27,2010,4,5,1,11,26,2011,4,5,1,8736,39,1,11,27,2010,4,5,1,11,26,2011,4,5,1,8736,39,1,11,27,2010,4,5,1,11,26,2011,4,5,1,8736,3
0,39,1,4,7,4,54,68,41,5,4,10,2010,2,5,1,4,9,2011,2,5,1,8736,40,1,5,10,2010,2,5,1,5,9,2011,2,5,1,8736,39,1,4,3,2010,2,0,0,4,2,2011,2,0,0,8736,3
0,50,6,4,7,4,31,68,41,6,6,23,2010,2,2,0,6,22,2011,2,2,0,8736,120,6,11,30,2010,4,5,1,8,28,2011,3,5,1,8736,18,1,2,2,2010,1,0,0,1,1,2011,1,0,0,1128,4
1,43,1,4,7,4,68,145,50,1,1,11,2010,1,0,0,1,10,2011,1,0,0,8736,61,4,11,25,2010,4,6,1,11,24,2011,4,6,1,8736,38,1,1,8,2010,1,0,0,1,1,2011,1,0,0,4248,3
0,32,1,4,7,19,68,68,41,5,8,29,2010,3,6,1,8,28,2011,3,6,1,8736,74,2,12,31,2010,4,6,1,12,31,2011,4,6,1,10584,1,1,1,1,2009,1,0,0,1,5,2011,1,0,0,8712,3
0,36,1,2,7,4,68,187,48,1,7,18,2010,3,6,1,7,17,2011,3,6,1,8736,81,2,11,27,2010,4,6,1,11,28,2011,4,6,1,8736,32,1,3,1,2010,1,0,0,2,5,2011,1,0,0,8736,3
0,20,3,2,3,19,43,68,41,6,1,21,2010,1,3,0,1,5,2011,1,2,0,8376,20,3,1,21,2010,1,3,0,1,5,2011,1,2,0,8376,20,3,1,21,2010,1,3,0,1,5,2011,1,2,0,8376,2
0,50,1,2,7,4,68,132,41,5,1,29,2010,1,4,0,1,28,2011,1,4,0,8736,53,4,11,30,2010,4,6,1,11,29,2011,4,6,1,8736,31,1,1,3,2010,1,0,0,1,2,2011,1,0,0,8736,4
1,36,1,4,7,7,68,68,41,1,7,5,2010,3,0,0,7,4,2011,3,0,0,8736,120,3,12,31,2010,4,6,1,12,30,2011,4,6,1,8736,20,1,1,2,2010,1,0,0,1,1,2011,1,0,0,2880,3
0,35,1,4,7,4,68,24,4,1,12,11,2010,4,5,1,5,23,2011,2,0,0,3912,38,2,12,27,2010,4,5,1,9,26,2011,3,5,1,8736,33,1,4,3,2010,2,0,0,1,1,2011,1,0,0,3912,3
0,46,4,4,7,4,28,68,41,6,11,4,2010,4,3,0,3,15,2011,1,1,0,3144,76,4,12,25,2010,4,6,1,12,24,2011,4,6,1,8736,45,1,2,3,2010,1,3,0,2,2,2011,1,1,0,3144,4
0,32,2,4,7,4,50,48,24,1,2,18,2010,1,3,0,2,17,2011,1,3,0,8736,32,2,2,18,2010,1,3,0,2,17,2011,1,3,0,8736,32,2,2,18,2010,1,3,0,2,17,2011,1,3,0,8736,3
0,41,1,4,7,7,68,96,41,5,9,12,2010,3,6,1,9,11,2011,3,6,1,8736,66,2,12,27,2010,4,6,1,12,26,2011,4,6,1,8736,1,1,2,2,2010,1,4,0,2,1,2011,1,3,0,8712,3
0,44,1,2,7,19,68,23,41,1,10,25,2010,4,0,0,10,24,2011,4,0,0,8736,45,1,10,26,2010,4,6,1,10,25,2011,4,6,1,8736,29,1,1,6,2010,1,0,0,1,3,2011,1,0,0,5808,3
0,52,1,4,11,34,47,96,41,0,5,3,2010,2,0,0,4,4,2011,2,0,0,8064,52,1,5,3,2010,2,0,0,4,4,2011,2,0,0,8064,52,1,5,3,2010,2,0,0,4,4,2011,2,0,0,8064,4
0,120,2,4,3,4,68,61,30,1,2,12,2010,1,4,0,2,11,2011,1,4,0,8736,120,2,2,12,2010,1,4,0,2,11,2011,1,4,0,8736,120,2,2,12,2010,1,4,0,2,11,2011,1,4,0,8736,6
0,44,1,4,3,27,68,96,41,1,6,24,2010,2,3,0,6,23,2011,2,3,0,8736,50,1,6,24,2010,2,3,0,6,23,2011,2,3,0,8736,42,1,6,24,2010,2,3,0,6,23,2011,2,3,0,8736,3
0,33,1,4,7,7,28,48,24,1,2,18,2010,1,3,0,2,17,2011,1,3,0,8736,33,1,2,18,2010,1,3,0,2,17,2011,1,3,0,8736,33,1,2,18,2010,1,3,0,2,17,2011,1,3,0,8736,3
0,37,1,2,7,4,28,68,41,1,12,20,2010,4,0,0,12,19,2011,4,0,0,8736,77,5,12,30,2010,4,6,1,12,28,2011,4,6,1,8736,20,1,1,2,2010,1,0,0,1,1,2011,1,0,0,2088,3
0,41,2,4,7,4,28,125,43,1,1,21,2010,1,3,0,1,20,2011,1,3,0,8736,41,2,1,21,2010,1,3,0,1,20,2011,1,3,0,8736,41,2,1,21,2010,1,3,0,1,20,2011,1,3,0,8736,3
0,50,1,2,7,4,68,68,41,5,1,1,2010,1,4,0,12,31,2010,4,4,0,8736,75,3,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,0,1,1,1,2010,1,0,0,1,1,2010,1,0,0,8712,4
1,36,1,2,7,18,68,68,41,1,8,28,2010,3,5,1,2,25,2011,1,4,0,4344,39,2,11,28,2010,4,6,1,11,25,2011,4,6,1,8736,32,1,1,2,2010,1,1,0,1,1,2011,1,1,0,4344,3
0,44,2,4,7,4,68,68,41,1,1,22,2010,1,4,0,1,21,2011,1,4,0,8736,120,5,12,31,2010,4,6,1,12,31,2011,4,6,1,8952,1,1,1,1,2010,1,0,0,1,1,2010,1,0,0,960,3
0,1,1,4,7,19,68,68,41,5,1,16,2010,1,5,1,1,15,2011,1,5,1,8736,74,2,12,31,2010,4,6,1,12,31,2011,4,6,1,10584,1,1,1,1,2009,1,0,0,1,5,2011,1,0,0,8712,1
0,48,2,4,7,4,68,68,41,5,12,9,2010,4,3,0,12,8,2011,4,3,0,8736,144,4,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8712,4
0,46,1,4,7,33,68,96,41,1,3,7,2010,1,6,1,3,2,2011,1,2,0,8640,60,3,12,31,2010,4,6,1,10,30,2011,4,6,1,8736,22,1,1,2,2010,1,0,0,1,1,2011,1,0,0,2160,4
1,35,1,4,7,7,68,22,41,1,2,15,2010,1,0,0,2,14,2011,1,0,0,8736,44,1,10,30,2010,4,5,1,10,31,2011,4,5,1,8736,27,1,2,1,2010,1,0,0,1,14,2011,1,0,0,8664,3
0,42,1,4,7,27,68,187,48,1,12,10,2010,4,4,0,12,9,2011,4,4,0,8736,57,2,12,23,2010,4,6,1,12,22,2011,4,6,1,8736,6,1,1,7,2010,1,4,0,1,6,2011,1,4,0,8736,3
0,1,1,4,7,7,68,96,41,5,8,15,2010,3,6,1,8,14,2011,3,6,1,8736,66,2,12,27,2010,4,6,1,12,26,2011,4,6,1,8736,1,1,2,2,2010,1,4,0,2,1,2011,1,3,0,8712,1
1,36,1,4,7,33,40,126,41,1,12,31,2010,4,4,0,12,16,2011,4,4,0,8400,44,1,12,31,2010,4,4,0,12,23,2011,4,4,0,8736,36,1,11,24,2010,4,2,0,11,16,2011,4,2,0,8400,3
0,48,1,2,7,4,68,68,41,5,8,28,2010,3,5,1,8,26,2011,3,4,0,8712,75,3,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,0,1,1,1,2010,1,0,0,1,1,2010,1,0,0,8712,4
0,32,4,4,7,4,68,68,41,5,4,18,2010,2,6,1,4,17,2011,2,6,1,8736,144,4,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8712,3
0,42,1,4,7,19,68,96,41,1,7,5,2010,3,0,0,7,4,2011,3,0,0,8736,65,3,12,31,2010,4,6,1,10,26,2011,4,6,1,8736,1,1,1,4,2010,1,0,0,1,3,2011,1,0,0,360,3
0,40,1,2,3,4,28,68,41,5,12,13,2010,4,0,0,12,12,2011,4,0,0,8736,61,2,12,25,2010,4,6,1,12,24,2011,4,6,1,8736,35,1,1,4,2010,1,0,0,1,2,2011,1,0,0,8712,3
0,75,1,2,3,33,68,132,41,1,2,5,2010,1,4,0,2,4,2011,1,4,0,8736,75,1,11,27,2010,4,5,1,10,26,2011,4,5,1,8736,36,1,2,5,2010,1,4,0,2,4,2011,1,0,0,7776,5
0,27,2,4,7,33,68,68,41,4,10,25,2010,4,0,0,1,22,2011,1,5,1,2136,44,2,12,28,2010,4,2,0,3,28,2011,1,6,1,4416,27,1,7,22,2010,3,0,0,1,20,2011,1,4,0,2112,2
0,45,1,4,7,33,31,9,31,1,10,19,2010,4,1,0,10,3,2011,4,0,0,8376,45,1,10,19,2010,4,6,1,10,6,2011,4,6,1,8736,45,1,3,7,2010,1,1,0,3,3,2011,1,0,0,8376,3
1,28,1,4,7,33,68,68,41,1,4,11,2010,2,6,1,3,10,2011,1,3,0,7992,80,3,12,31,2010,4,6,1,12,30,2011,4,6,1,8784,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,2136,2
0,50,1,2,7,4,68,68,41,5,1,30,2010,1,5,1,1,29,2011,1,5,1,8736,75,3,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,0,1,1,1,2010,1,0,0,1,1,2010,1,0,0,8712,4
0,41,1,4,3,4,43,168,41,2,4,3,2010,2,5,1,4,1,2011,2,4,0,8712,41,1,4,3,2010,2,5,1,4,1,2011,2,4,0,8712,41,1,4,3,2010,2,5,1,4,1,2011,2,4,0,8712,3
0,46,1,4,7,4,28,68,41,5,12,2,2010,4,3,0,12,1,2011,4,3,0,8736,85,3,12,31,2010,4,6,1,12,30,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8712,4
0,36,1,4,7,37,68,94,45,1,10,14,2010,4,3,0,4,11,2011,2,0,0,4296,36,1,10,14,2010,4,3,0,4,11,2011,2,0,0,4296,36,1,10,14,2010,4,3,0,4,11,2011,2,0,0,4296,3
1,34,1,2,7,2,68,91,45,1,4,10,2010,2,5,1,4,9,2011,2,5,1,8736,34,1,4,10,2010,2,5,1,4,9,2011,2,5,1,8736,34,1,4,10,2010,2,5,1,4,9,2011,2,5,1,8736,3
0,36,1,4,3,21,68,131,41,1,10,19,2010,4,1,0,1,18,2011,1,1,0,2184,55,1,11,27,2010,4,6,1,11,26,2011,4,5,1,8736,34,1,1,11,2010,1,0,0,1,10,2011,1,0,0,2184,3
0,36,2,2,7,4,68,130,54,1,8,3,2010,3,1,0,8,2,2011,3,1,0,8736,46,2,11,3,2010,4,4,0,10,31,2011,4,4,0,8736,32,1,8,1,2010,3,0,0,8,2,2011,3,0,0,8736,3
0,41,1,4,7,33,68,116,15,1,12,5,2010,4,6,1,12,4,2011,4,6,1,8736,41,1,12,5,2010,4,6,1,12,4,2011,4,6,1,8736,41,1,12,5,2010,4,6,1,12,4,2011,4,6,1,8736,3
0,57,1,4,7,19,68,68,41,1,5,3,2010,2,0,0,5,2,2011,2,0,0,8736,120,4,12,31,2010,4,6,1,12,31,2011,4,6,1,8760,1,1,1,1,2010,1,0,0,1,1,2010,1,0,0,384,4
0,44,1,2,7,27,68,96,41,1,5,23,2010,2,6,1,5,6,2011,2,4,0,8352,44,1,8,23,2010,3,6,1,7,29,2011,3,4,0,8736,20,1,1,4,2010,1,0,0,1,6,2011,1,0,0,6168,3
0,42,1,4,7,4,50,96,41,5,8,21,2010,3,5,1,8,20,2011,3,5,1,8736,62,2,12,27,2010,4,6,1,12,26,2011,4,6,1,8736,35,1,1,4,2010,1,0,0,1,3,2011,1,0,0,8712,3
0,50,1,4,7,4,68,186,41,5,7,26,2010,3,0,0,7,25,2011,3,0,0,8736,58,1,8,28,2010,3,0,0,8,27,2011,3,0,0,8736,20,1,2,19,2010,1,0,0,2,18,2011,1,0,0,8736,4
0,51,3,2,7,34,68,68,41,1,9,27,2010,3,0,0,9,26,2011,3,0,0,8736,51,3,12,27,2010,4,6,1,12,26,2011,4,6,1,8736,2,1,1,2,2010,1,0,0,1,1,2011,1,0,0,4368,4
0,40,1,4,7,2,68,132,41,1,7,25,2010,3,6,1,7,24,2011,3,6,1,8736,50,2,7,25,2010,3,6,1,7,31,2011,3,6,1,8736,2,1,1,1,2010,1,0,0,1,24,2011,1,0,0,8736,3
0,30,1,4,7,4,28,68,41,5,12,2,2010,4,3,0,12,1,2011,4,3,0,8736,85,3,12,31,2010,4,6,1,12,30,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8712,2
1,20,3,4,3,4,43,130,54,8,1,1,2010,1,4,0,12,31,2010,4,4,0,8736,20,3,1,1,2010,1,4,0,12,31,2010,4,4,0,8736,20,3,1,1,2010,1,4,0,12,31,2010,4,4,0,8736,2
0,30,1,4,7,33,68,68,41,1,9,26,2010,3,6,1,9,12,2011,3,0,0,8424,80,3,12,31,2010,4,6,1,12,30,2011,4,6,1,8784,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,2136,2
0,66,1,4,7,4,68,68,41,5,10,14,2010,4,3,0,10,13,2011,4,3,0,8736,144,4,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8712,5
0,35,2,2,7,4,68,184,26,1,7,19,2010,3,0,0,7,18,2011,3,0,0,8736,35,2,7,19,2010,3,0,0,7,18,2011,3,0,0,8736,35,2,7,19,2010,3,0,0,7,18,2011,3,0,0,8736,3
0,45,3,2,7,4,40,69,28,1,10,31,2010,4,6,1,10,30,2011,4,6,1,8736,45,3,10,31,2010,4,6,1,10,30,2011,4,6,1,8736,45,3,10,31,2010,4,6,1,10,30,2011,4,6,1,8736,3
1,40,2,2,3,4,3,145,50,1,3,1,2010,1,0,0,2,12,2011,1,5,1,8352,40,2,3,1,2010,1,0,0,2,12,2011,1,5,1,8352,40,2,3,1,2010,1,0,0,2,12,2011,1,5,1,8352,3
0,44,1,4,7,27,42,79,48,1,1,11,2010,1,0,0,1,7,2011,1,4,0,8664,44,1,1,11,2010,1,0,0,1,7,2011,1,4,0,8664,44,1,1,11,2010,1,0,0,1,7,2011,1,4,0,8664,3
0,42,1,2,7,4,31,68,41,1,8,29,2010,3,6,1,8,28,2011,3,6,1,8736,120,4,12,30,2010,4,6,1,11,29,2011,4,6,1,8736,30,1,1,5,2010,1,0,0,1,1,2011,1,0,0,4368,3
0,36,1,4,7,4,28,96,41,5,8,8,2010,3,6,1,8,7,2011,3,6,1,8736,74,2,12,29,2010,4,6,1,12,31,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8736,3
